"No.","Time","Source","Destination","Protocol","Length","Info"
"13884","380.484215","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4497409 Ack=1 Win=2048 Len=1024"
"13885","380.485319","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4498433 Ack=1 Win=2048 Len=1024"
"13887","380.486445","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4499457 Ack=1 Win=2048 Len=1024"
"13888","380.487499","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4500481 Ack=1 Win=2048 Len=1024"
"13890","380.488633","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4501505 Ack=1 Win=2048 Len=1024"
"13891","380.489685","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4502529 Ack=1 Win=2048 Len=1024"
"13893","380.490831","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4503553 Ack=1 Win=2048 Len=1024"
"13894","380.491879","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4504577 Ack=1 Win=2048 Len=1024"
"13896","380.493027","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4505601 Ack=1 Win=2048 Len=1024"
"13897","380.494091","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4506625 Ack=1 Win=2048 Len=1024"
"13899","380.495219","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4507649 Ack=1 Win=2048 Len=1024"
"13900","380.496274","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4508673 Ack=1 Win=2048 Len=1024"
"13902","380.497432","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4509697 Ack=1 Win=2048 Len=1024"
"13903","380.498474","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4510721 Ack=1 Win=2048 Len=1024"
"13905","380.499626","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4511745 Ack=1 Win=2048 Len=1024"
"13906","380.500676","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4512769 Ack=1 Win=2048 Len=1024"
"13908","380.501826","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4513793 Ack=1 Win=2048 Len=1024"
"13909","380.502882","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4514817 Ack=1 Win=2048 Len=1024"
"13911","380.504017","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4515841 Ack=1 Win=2048 Len=1024"
"13912","380.505086","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4516865 Ack=1 Win=2048 Len=1024"
"13914","380.506241","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4517889 Ack=1 Win=2048 Len=1024"
"13915","380.507303","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4518913 Ack=1 Win=2048 Len=1024"
"13917","380.508424","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4519937 Ack=1 Win=2048 Len=1024"
"13918","380.509503","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4520961 Ack=1 Win=2048 Len=1024"
"13920","380.510638","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4521985 Ack=1 Win=2048 Len=1024"
"14023","385.536289","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4525057 Ack=1 Win=2048 Len=1024"
"14024","385.537363","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4526081 Ack=1 Win=2048 Len=1024"
"14026","385.538586","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4527105 Ack=1 Win=2048 Len=1024"
"14027","385.539660","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4528129 Ack=1 Win=2048 Len=1024"
"14029","385.540892","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4529153 Ack=1 Win=2048 Len=1024"
"14030","385.541938","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4530177 Ack=1 Win=2048 Len=1024"
"14032","385.543176","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4531201 Ack=1 Win=2048 Len=1024"
"14033","385.544231","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4532225 Ack=1 Win=2048 Len=1024"
"14035","385.545461","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4533249 Ack=1 Win=2048 Len=1024"
"14036","385.546458","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4534273 Ack=1 Win=2048 Len=1024"
"14038","385.547626","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4535297 Ack=1 Win=2048 Len=1024"
"14039","385.548683","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4536321 Ack=1 Win=2048 Len=1024"
"14041","385.549817","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4537345 Ack=1 Win=2048 Len=1024"
"14042","385.550856","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4538369 Ack=1 Win=2048 Len=1024"
"14044","385.552025","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4539393 Ack=1 Win=2048 Len=1024"
"14045","385.553082","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4540417 Ack=1 Win=2048 Len=1024"
"14047","385.554228","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4541441 Ack=1 Win=2048 Len=1024"
"14048","385.555271","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4542465 Ack=1 Win=2048 Len=1024"
"14050","385.556429","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4543489 Ack=1 Win=2048 Len=1024"
"14051","385.557460","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4544513 Ack=1 Win=2048 Len=1024"
"14053","385.558611","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4545537 Ack=1 Win=2048 Len=1024"
"14054","385.559669","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4546561 Ack=1 Win=2048 Len=1024"
"14056","385.560797","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4547585 Ack=1 Win=2048 Len=1024"
"14057","385.561858","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4548609 Ack=1 Win=2048 Len=1024"
"14059","385.562993","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4549633 Ack=1 Win=2048 Len=1024"
"14060","385.564054","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4550657 Ack=1 Win=2048 Len=1024"
"14062","385.565217","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4551681 Ack=1 Win=2048 Len=1024"
"14063","385.566255","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4552705 Ack=1 Win=2048 Len=1024"
"14065","385.567407","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4553729 Ack=1 Win=2048 Len=1024"
"14066","385.568464","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4554753 Ack=1 Win=2048 Len=1024"
"14068","385.569595","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4555777 Ack=1 Win=2048 Len=1024"
"14069","385.570670","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4556801 Ack=1 Win=2048 Len=1024"
"14071","385.571829","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4557825 Ack=1 Win=2048 Len=1024"
"14072","385.572875","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4558849 Ack=1 Win=2048 Len=1024"
"14074","385.574029","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4559873 Ack=1 Win=2048 Len=1024"
"14075","385.575066","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4560897 Ack=1 Win=2048 Len=1024"
"14077","385.576247","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4561921 Ack=1 Win=2048 Len=1024"
"14078","385.577286","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4562945 Ack=1 Win=2048 Len=1024"
"14080","385.578428","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4563969 Ack=1 Win=2048 Len=1024"
"14081","385.579487","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4564993 Ack=1 Win=2048 Len=1024"
"14083","385.580621","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4566017 Ack=1 Win=2048 Len=1024"
"14084","385.581829","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4567041 Ack=1 Win=2048 Len=1024"
"14086","385.583002","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4568065 Ack=1 Win=2048 Len=1024"
"14087","385.584070","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4569089 Ack=1 Win=2048 Len=1024"
"14089","385.585208","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4570113 Ack=1 Win=2048 Len=1024"
"14090","385.586288","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4571137 Ack=1 Win=2048 Len=1024"
"14092","385.587422","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4572161 Ack=1 Win=2048 Len=1024"
"14093","385.588472","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4573185 Ack=1 Win=2048 Len=1024"
"14095","385.589606","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4574209 Ack=1 Win=2048 Len=1024"
"14096","385.590658","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4575233 Ack=1 Win=2048 Len=1024"
"14098","385.591808","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4576257 Ack=1 Win=2048 Len=1024"
"14099","385.592868","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4577281 Ack=1 Win=2048 Len=1024"
"14101","385.594027","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4578305 Ack=1 Win=2048 Len=1024"
"14102","385.595063","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4579329 Ack=1 Win=2048 Len=1024"
"14104","385.596231","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4580353 Ack=1 Win=2048 Len=1024"
"14105","385.597268","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4581377 Ack=1 Win=2048 Len=1024"
"14107","385.598417","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4582401 Ack=1 Win=2048 Len=1024"
"14108","385.599456","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4583425 Ack=1 Win=2048 Len=1024"
"14110","385.600631","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4584449 Ack=1 Win=2048 Len=1024"
"14111","385.601675","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4585473 Ack=1 Win=2048 Len=1024"
"14113","385.602817","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4586497 Ack=1 Win=2048 Len=1024"
"14214","390.606209","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4589569 Ack=1 Win=2048 Len=1024"
"14216","390.607403","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4590593 Ack=1 Win=2048 Len=1024"
"14217","390.608463","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4591617 Ack=1 Win=2048 Len=1024"
"14219","390.609692","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4592641 Ack=1 Win=2048 Len=1024"
"14220","390.610747","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4593665 Ack=1 Win=2048 Len=1024"
"14222","390.611989","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4594689 Ack=1 Win=2048 Len=1024"
"14223","390.613000","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4595713 Ack=1 Win=2048 Len=1024"
"14225","390.614133","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4596737 Ack=1 Win=2048 Len=1024"
"14226","390.615189","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4597761 Ack=1 Win=2048 Len=1024"
"14228","390.616346","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4598785 Ack=1 Win=2048 Len=1024"
"14229","390.617390","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4599809 Ack=1 Win=2048 Len=1024"
"14231","390.618548","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4600833 Ack=1 Win=2048 Len=1024"
"14232","390.619589","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4601857 Ack=1 Win=2048 Len=1024"
"14234","390.620894","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4602881 Ack=1 Win=2048 Len=1024"
"14235","390.621787","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4603905 Ack=1 Win=2048 Len=1024"
"14237","390.622952","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4604929 Ack=1 Win=2048 Len=1024"
"14238","390.624005","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4605953 Ack=1 Win=2048 Len=1024"
"14240","390.625142","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4606977 Ack=1 Win=2048 Len=1024"
"14241","390.626205","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4608001 Ack=1 Win=2048 Len=1024"
"14243","390.627344","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4609025 Ack=1 Win=2048 Len=1024"
"14244","390.628400","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4610049 Ack=1 Win=2048 Len=1024"
"14246","390.629533","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4611073 Ack=1 Win=2048 Len=1024"
"14247","390.630606","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4612097 Ack=1 Win=2048 Len=1024"
"14249","390.631767","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4613121 Ack=1 Win=2048 Len=1024"
"14250","390.632835","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4614145 Ack=1 Win=2048 Len=1024"
"14252","390.633963","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4615169 Ack=1 Win=2048 Len=1024"
"14253","390.635017","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4616193 Ack=1 Win=2048 Len=1024"
"14255","390.636163","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4617217 Ack=1 Win=2048 Len=1024"
"14256","390.637250","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4618241 Ack=1 Win=2048 Len=1024"
"14258","390.638362","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4619265 Ack=1 Win=2048 Len=1024"
"14259","390.639425","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4620289 Ack=1 Win=2048 Len=1024"
"14261","390.640573","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4621313 Ack=1 Win=2048 Len=1024"
"14262","390.641606","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4622337 Ack=1 Win=2048 Len=1024"
"14264","390.642788","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4623361 Ack=1 Win=2048 Len=1024"
"14265","390.643826","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4624385 Ack=1 Win=2048 Len=1024"
"14267","390.644968","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4625409 Ack=1 Win=2048 Len=1024"
"14268","390.646038","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4626433 Ack=1 Win=2048 Len=1024"
"14270","390.647180","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4627457 Ack=1 Win=2048 Len=1024"
"14271","390.648213","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4628481 Ack=1 Win=2048 Len=1024"
"14273","390.649364","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4629505 Ack=1 Win=2048 Len=1024"
"14274","390.650406","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4630529 Ack=1 Win=2048 Len=1024"
"14276","390.651551","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4631553 Ack=1 Win=2048 Len=1024"
"14277","390.652633","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4632577 Ack=1 Win=2048 Len=1024"
"14279","390.653752","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4633601 Ack=1 Win=2048 Len=1024"
"14280","390.654824","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4634625 Ack=1 Win=2048 Len=1024"
"14282","390.655956","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4635649 Ack=1 Win=2048 Len=1024"
"14283","390.657018","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4636673 Ack=1 Win=2048 Len=1024"
"14285","390.658166","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4637697 Ack=1 Win=2048 Len=1024"
"14286","390.659232","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4638721 Ack=1 Win=2048 Len=1024"
"14288","390.660362","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4639745 Ack=1 Win=2048 Len=1024"
"14289","390.661442","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4640769 Ack=1 Win=2048 Len=1024"
"14291","390.662586","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4641793 Ack=1 Win=2048 Len=1024"
"14292","390.663648","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4642817 Ack=1 Win=2048 Len=1024"
"14294","390.664795","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4643841 Ack=1 Win=2048 Len=1024"
"14295","390.665826","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4644865 Ack=1 Win=2048 Len=1024"
"14297","390.666970","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4645889 Ack=1 Win=2048 Len=1024"
"14298","390.668033","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4646913 Ack=1 Win=2048 Len=1024"
"14300","390.669193","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4647937 Ack=1 Win=2048 Len=1024"
"14301","390.670256","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4648961 Ack=1 Win=2048 Len=1024"
"14303","390.671388","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4649985 Ack=1 Win=2048 Len=1024"
"14304","390.672452","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4651009 Ack=1 Win=2048 Len=1024"
"14306","390.673599","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4652033 Ack=1 Win=2048 Len=1024"
"14406","395.679498","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4655105 Ack=1 Win=2048 Len=1024"
"14407","395.680557","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4656129 Ack=1 Win=2048 Len=1024"
"14409","395.681817","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4657153 Ack=1 Win=2048 Len=1024"
"14410","395.682846","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4658177 Ack=1 Win=2048 Len=1024"
"14412","395.684010","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4659201 Ack=1 Win=2048 Len=1024"
"14413","395.685063","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4660225 Ack=1 Win=2048 Len=1024"
"14415","395.686271","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4661249 Ack=1 Win=2048 Len=1024"
"14416","395.687307","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4662273 Ack=1 Win=2048 Len=1024"
"14418","395.688443","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4663297 Ack=1 Win=2048 Len=1024"
"14419","395.689507","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4664321 Ack=1 Win=2048 Len=1024"
"14421","395.690658","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4665345 Ack=1 Win=2048 Len=1024"
"14422","395.691712","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4666369 Ack=1 Win=2048 Len=1024"
"14424","395.692835","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4667393 Ack=1 Win=2048 Len=1024"
"14425","395.693889","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4668417 Ack=1 Win=2048 Len=1024"
"14427","395.695046","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4669441 Ack=1 Win=2048 Len=1024"
"14428","395.696110","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4670465 Ack=1 Win=2048 Len=1024"
"14430","395.697247","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4671489 Ack=1 Win=2048 Len=1024"
"14431","395.698285","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4672513 Ack=1 Win=2048 Len=1024"
"14433","395.699437","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4673537 Ack=1 Win=2048 Len=1024"
"14434","395.700493","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4674561 Ack=1 Win=2048 Len=1024"
"14436","395.701634","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4675585 Ack=1 Win=2048 Len=1024"
"14437","395.702697","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4676609 Ack=1 Win=2048 Len=1024"
"14439","395.703839","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4677633 Ack=1 Win=2048 Len=1024"
"14440","395.704897","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4678657 Ack=1 Win=2048 Len=1024"
"14442","395.706032","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4679681 Ack=1 Win=2048 Len=1024"
"14443","395.707094","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4680705 Ack=1 Win=2048 Len=1024"
"14445","395.708242","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4681729 Ack=1 Win=2048 Len=1024"
"14446","395.709287","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4682753 Ack=1 Win=2048 Len=1024"
"14448","395.710432","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4683777 Ack=1 Win=2048 Len=1024"
"14449","395.711497","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4684801 Ack=1 Win=2048 Len=1024"
"14451","395.712649","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4685825 Ack=1 Win=2048 Len=1024"
"14452","395.713690","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4686849 Ack=1 Win=2048 Len=1024"
"14454","395.714848","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4687873 Ack=1 Win=2048 Len=1024"
"14455","395.715885","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4688897 Ack=1 Win=2048 Len=1024"
"14457","395.717026","192.168.0.214","192.168.0.200","TCP","1078","5001  >  59066 [PSH, ACK] Seq=4689921 Ack=1 Win=2048 Len=1024"
